name,recclass,mass,year,longitude,latitude,country,continent
Mount Vernon,"Pallasite, PMG",159000,1868,-87.410559,36.9492106,United States,North America
Pevensey,LL5,4300,1868,not found,not found,not found,not found
San Francisco del Mezquital,"Iron, IIAB",7500,1868,-104.3848382,23.492503,Mexico,North America
Angra dos Reis (stone),Angrite,1500,1869,-44.3035964,-22.9641795,Brazil,South America
Hessle,H5,20000,1869,17.667791,59.8501565,Sweden,Europe
Kernouve,H6,80000,1869,-3.0818309,48.1191695,France,Europe
Krähenberg,LL5,16500,1869,7.4657599,49.3270102,Germany,Europe
Lumpkin,L6,340,1869,-84.8483149,32.0732743,United States,North America
Tjabe,H6,20000,1869,111.5508543,-7.1017379,Indonesia,Asia
Yorktown (New York),L5,250,1869,-73.816488,41.283474,United States,North America
Caperr,"Iron, IIIAB",113900,1869,not found,not found,not found,not found
Iron Creek,"Iron, IIIAB",175000,1869,-80.4955952,43.1010127,Canada,North America
Salt Lake City,H5,875,1869,not found,not found,not found,not found
Shingle Springs,"Iron, ungrouped",39000,1869,-120.933757,38.6666752,United States,North America
Staunton,"Iron, IIIE",43500,1869,-79.036606,38.214942,United States,North America
Cabezo de Mayo,L/LL6,25000,1870,-1.1668198,37.9836654,Spain,Europe
Ibbenbüren,Diogenite,2000,1870,7.6999091,52.2832605,Germany,Europe
Nedagolla,"Iron, ungrouped",4500,1870,83.4870219,18.6746142,India,Asia
Cincinnati,"Iron, IIAB",1500,1870,-84.5001297,39.1163169,United States,North America
Ilimaes (iron),"Iron, IIIAB",51700,1870,14.1832783,59.9784131,Sweden,Europe
McKinney,L4,150000,1870,-96.7162393,33.1827681,United States,North America
Bandong,LL6,11500,1871,107.5998174,-6.9169159,Indonesia,Asia
Laborel,H5,3833,1871,5.5837369,44.29027,France,Europe
Roda,Diogenite,400,1871,0.5459181,42.2968447,Spain,Europe
Searsmont,H5,5400,1871,-69.1993494,44.3662946,United States,North America
Cuba,"Iron, IAB?",1500,1871,-59.2783928,-35.0065692,Argentina,South America
Iquique,"Iron, IVB",12500,1871,not found,not found,not found,not found
Oczeretna,H4,130,1871,31.5217787,49.313887,Ukraine,Europe
Dyalpur,Ureilite,300,1872,30.5741487,39.7603159,Turkey,Asia
Lancé,CO3.5,51700,1872,1.0643382,47.7021567,France,Europe
Orvinio,H6,3400,1872,12.9335539,42.133066,Italy,Europe
Tennasilm,L4,28500,1872,26.9357527,58.0266171,Estonia,Europe
Nenntmannsdorf,"Iron, IIAB",12500,1872,13.9506252,50.9667701,Germany,Europe
Santa Apolonia,"Iron, IIIAB",1316000,1872,-98.301859,19.2168292,Mexico,North America
Aleppo,L6,3200,1873,37.1334026,36.2328255,Syria,Asia
Jhung,L5,5900,1873,72.3849965,31.3032043,Pakistan,Asia
Khairpur,EL6,13600,1873,71.6631909,28.7130599,Pakistan,Asia
Santa Barbara,L4,400,1873,-51.8692452,-29.2048991,Brazil,South America
Virba,L6,3600,1873,22.64791,43.54133,Bulgaria,Europe
Chulafinnee,"Iron, IIIAB",16220,1873,-85.694968,33.447566,United States,North America
Duel Hill (1873),"Iron, IAB-MG",11300,1873,-82.7000144,35.8499739,United States,North America
Paneth's Iron,"Iron, IIIE",150000,1873,not found,not found,not found,not found
Ssyromolotovo,"Iron, IIIAB",217000,1873,98.7152039,58.5627723,Russia,Asia
Waconda,L6,50000,1873,-98.215974,39.335407,United States,North America
Castalia,H5,7300,1874,-78.065843,36.086292,United States,North America
Kerilis,H5,5000,1874,-3.300237,48.4019272,France,Europe
Sevrukovo,L5,101000,1874,36.5966232,50.6178702,Russia,Europe
Butler,"Iron, ungrouped",41000,1874,-94.366714,38.293508,United States,North America
Cachiyuyal,"Iron, IIIE",2500,1874,150.878692,-34.4584249,Australia,Oceania
Coolac,"Iron, IAB-MG",19280,1874,148.1664709,-34.9257357,Australia,Oceania
Feid Chair,H4,380,1875,8.4540814,36.8906487,Algeria,Africa
Homestead,L5,230000,1875,-91.8667631,41.7993461,United States,North America
Mornans,H5,1300,1875,5.1366818,44.5989446,France,Europe
Nagaria,Eucrite-cm,20,1875,78.2074341,27.0276683,India,Asia
Sitathali,H5,1600,1875,82.5888473,20.9177161,India,Asia
Zsadany,H5,552,1875,21.4997498,46.9253621,Hungary,Europe
Alexander County,"Iron, IAB complex",192,1875,-81.2483019,35.7519893,United States,North America
Canyon City,"Iron, IIIAB",8600,1875,-123.171268,40.6053256,United States,North America
Mejillones,"Iron, IIAB",14830,1875,-70.4998496,-23.11502,Chile,South America
North Chile,"Iron, IIAB",300000,1875,25.5929827,49.5434837,Ukraine,Europe
Santa Catharina,"Iron, IAB-ung",7000000,1875,-48.6308087,-26.2495087,Brazil,South America
Serrania de Varas,"Iron, IVA",1500,1875,not found,not found,not found,not found
Yardea,"Iron, IAB-MG",3290,1875,not found,not found,not found,not found
Judesegeri,H6,680,1876,76.7953096,12.8458901,India,Asia
Rochester,H6,340,1876,-86.271482,41.084466,United States,North America
Rowton,"Iron, IIIAB",3500,1876,-2.4774285,52.7695212,United Kingdom,Europe
Ställdalen,H5,34000,1876,14.947322,59.9333463,Sweden,Europe
Vavilovka,LL6,1932,1876,32.8222501,46.1567413,Ukraine,Europe
Babb's Mill (Blake's Iron),"Iron, ungrouped",136000,1876,-82.8833362,36.3000001,United States,North America
Mantos Blancos,"Iron, IVA",10300,1876,-70.0123221,-23.4305676,Chile,South America
Nochtuisk,Iron,8,1876,not found,not found,not found,not found
Verkhne Dnieprovsk,"Iron, IIE",70,1876,34.3633735,48.6279112,Ukraine,Europe
Bhagur,L6,18,1877,74.8271513,20.8734729,India,Asia
Cronstad,H5,3650,1877,27.2981903,-27.7133941,South Africa,Africa
Cynthiana,L/LL4,6000,1877,-84.254025,38.40103,United States,North America
Hungen,H6,112,1877,8.9127839,50.2962781,Germany,Europe
Jodzie,Howardite,30,1877,24.3959263,55.6977195,Lithuania,Europe
Soko-Banja,LL4,80000,1877,21.87315,43.6820588,Serbia,Europe
Warrenton,CO3.7,1600,1877,-91.151738,38.680215,United States,North America
Casey County,"Iron, IAB-MG",723,1877,-82.4602902,23.0331665,Cuba,North America
Mühlau,OC,5,1877,11.4154164,47.2830676,Austria,Europe
Dandapur,L6,5650,1878,83.958926,26.9389629,India,Asia
Haraiya,Eucrite-mmict,1000,1878,82.54972,26.8016809,India,Asia
La Charca,OC,399,1878,-101.2899703,20.6686145,Mexico,North America
Mern,L6,4000,1878,12.06474,55.0489171,Denmark,Europe
Rakovka,L6,9000,1878,37.038945,52.9959051,Russia,Europe
Tieschitz,H/L3.6,28000,1878,17.1057458,49.6047392,Czechia,Europe
Bluff (a),L5,153300,1878,-96.876931,29.881513,United States,North America
Lujan,Iron,50,1878,-59.3602288,-34.6713172,Argentina,South America
York (iron),"Iron, IIIAB",835,1878,-97.501834,40.727114,United States,North America
Estherville,Mesosiderite-A3/4,320000,1879,-94.833259,43.417414,United States,North America
Gnadenfrei,H5,1750,1879,16.7797222,50.6733333,Poland,Europe
Itapicuru-Mirim,H5,2024,1879,-44.3382655,-3.3995208,Brazil,South America
Kalumbi,L6,4500,1879,73.983779,17.8340863,India,Asia
La Bécasse,L6,2800,1879,1.7526207,47.0848996,France,Europe
Nogoya,CM2,4000,1879,-60.0365276,-32.3115513,Argentina,South America
Tenham,L6,160000,1879,142.9492475,-25.727168,Australia,Oceania
Tomatlan,H6,900,1879,not found,not found,not found,not found
Campo de Pucara (iron),Iron,41,1879,not found,not found,not found,not found
Dalton,"Iron, IIIAB",53000,1879,-84.9827792,34.800899,United States,North America
Densmore (1879),L6,37200,1879,-99.6842652,39.6540243,United States,North America
Lick Creek,"Iron, IIAB",1240,1879,-80.2494788,35.6666451,United States,North America
Makarewa,L6,2300,1879,168.4993809,-46.0965968,New Zealand,Oceania
Niagara,"Iron, IAB-sLL",115,1879,7.0489477,44.1987881,France,Europe
Aachen,L5,21,1880,6.0834596,50.7751128,Germany,Europe
Andhara,Stone-uncl,2700,1880,85.5657271,26.5845795,India,Asia
Chetrinahatti,Stone-uncl,72,1880,76.4993163,14.5069364,India,Asia
Ratyn,Stone-uncl,910,1880,17.98348,52.19873,Poland,Europe
Takenouchi,H5,720,1880,134.895279,35.386749,Japan,Asia
Veramin,Mesosiderite-B2,54000,1880,51.6332797,35.3329493,Iran,Asia
Wittekrantz,L5,2200,1880,11.3064826,46.6364915,Italy,Europe
Bingera,"Iron, IIAB",10841,1880,150.5699189,-29.8789158,Australia,Oceania
Colfax,"Iron, IAB-ung",2300,1880,-81.7333665,35.3000429,United States,North America
Eagle Station,"Pallasite, PES",36000,1880,-84.9668084,38.6159774,United States,North America
Greenbrier County,"Iron, IIIAB",5000,1880,-80.319884,37.840773,United States,North America
Ivanpah,"Iron, IIIAB",58000,1880,-115.3429538,35.3132027,United States,North America
Jiapigou,Stone-uncl,,1880,127.49019,42.86693,China,Asia
Lexington County,"Iron, IAB-MG",4760,1880,-117.6819115,33.4625124,United States,North America
Muizenberg,L6,4610,1880,18.467111,-34.1011844,South Africa,Africa
Grossliebenthal,L6,8000,1881,30.5873373,46.3693074,Ukraine,Europe
Middlesbrough,L6,1600,1881,-1.1663396,54.5666007,United Kingdom,Europe
Pacula,L6,3400,1881,-99.3115903,21.0061782,Mexico,North America
Piquetberg,H,37,1881,18.697737,-32.864976,South Africa,Africa
Admire,"Pallasite, PMG",180000,1881,-96.114015,38.695344,United States,North America
Chilkoot,"Iron, IIIAB",43000,1881,79,29,India,Asia
Costilla Peak,"Iron, IIIAB",35500,1881,not found,not found,not found,not found
Smithsonian Iron,"Iron, IIAB",3510,1881,not found,not found,not found,not found
Thunda,"Iron, IIIAB",62100,1881,142.6551049,-25.421037,Australia,Oceania
Winburg,"Iron, IC-an",50000,1881,52.6102334,29.5684451,Iran,Asia
Fukutomi,L5,11620,1882,130.2003318,33.1828588,Japan,Asia
Mocs,L5-6,300000,1882,24.0337272,46.7993978,Romania,Europe
Pavlovka,Howardite,2000,1882,130.8581656,32.5345867,Japan,Asia
Pirgunje,L6,842,1882,88.4504428,25.799491,Bangladesh,Asia
Brenham,"Pallasite, PMG-an",4300000,1882,-99.1650475,37.580689,United States,North America
Hex River Mountains,"Iron, IIAB",60000,1882,not found,not found,not found,not found
Linville,"Iron, IAB-sHH",442,1882,-81.9154474,35.8650706,United States,North America
Rancho de la Pila (1882),"Iron, IIIAB",46500,1882,-104.2947464,24.1161566,Mexico,North America
San Cristobal,"Iron, IAB-ung",5000,1882,-69.4966023,-23.4352864,Chile,South America
Alfianello,L6,228000,1883,10.1513451,45.2660512,Italy,Europe
Ngawi,LL3.6,1393,1883,111.4189521,-7.449413,Indonesia,Asia
St. Caprais-de-Quinsac,L6,360,1883,0.05179,44.743152,France,Europe
Adalia,Eucrite-mmict,1,1883,30.6829467,36.9001227,Turkey,Asia
Enon,"Iron, ungrouped",763,1883,-83.9500177,39.8666784,United States,North America
Estacado,H6,290000,1883,-101.758074,33.901624,United States,North America
Grand Rapids,"Iron, ungrouped",51700,1883,-85.7669709,42.9668184,United States,North America
Jenny's Creek,"Iron, IAB-MG",12000,1883,-82.3824687,37.9057264,United States,North America
São Julião de Moreira,"Iron, IIAB",162000,1883,-8.5838252,41.7660024,Portugal,Europe
Silverton (New South Wales),L6,350.7,1883,141.2088954,-31.8819825,Australia,Oceania
Djati-Pengilon,H6,166000,1884,111.5013733,-7.4997064,Indonesia,Asia
Pirthalla,H6,1161,1884,31.6637469,26.433477,Egypt,Africa
Tysnes Island,H4,19860,1884,101.0376676,3.6362468,Malaysia,Asia
Chañaral,"Iron, IIIAB",1207,1884,not found,not found,not found,not found
Corrizatillo,"Iron, IAB complex",1328,1884,not found,not found,not found,not found
Glorieta Mountain,"Pallasite, PMG-an",148000,1884,-105.7997473,35.5884147,United States,North America
Hammond,"Iron, ungrouped",24000,1884,-92.4355052,44.9124281,United States,North America
Joe Wright Mountain,"Iron, IIIAB",42600,1884,-91.4972199,35.7665676,United States,North America
Kokstad,"Iron, IIIE",341000,1884,29.4158976,-30.5506372,South Africa,Africa
Merceditas,"Iron, IIIAB",42900,1884,-70.2699,-26.3626268,Chile,South America
Youndegin,"Iron, IAB-MG",3800000,1884,117.7335773,-31.983097,Australia,Oceania
Chandpur,L6,1100,1885,79.0271702,27.2270677,India,Asia
Mazapil,"Iron, IAB-sLL",4000,1885,-101.6818973,24.684837,Mexico,North America
Jamestown,"Iron, IVA",4000,1885,-98.5000446,46.6165719,United States,North America
Lucky Hill,"Iron, IIIAB",20500,1885,-77.6355046,17.9004131,Jamaica,North America
Pavlodar (pallasite),"Pallasite, PMG-an",4500,1885,not found,not found,not found,not found
Puquios,"Iron, IID",6580,1885,not found,not found,not found,not found
Tanokami Mountain,"Iron, IIIE",174000,1885,135.959824,34.917591,Japan,Asia
Assisi,H5,2000,1886,12.5518638,43.0324339,Italy,Europe
Barntrup,LL4,17,1886,68.7487579,38.5358164,Tajikistan,Asia
Bradford Woods,L,762,1886,-80.0875828,40.4997556,United States,North America
Cabin Creek,"Iron, IIIAB",48500,1886,-93.5000254,35.4999363,United States,North America
Kyushu,L6,45000,1886,130.6330416,32.0332194,Japan,Asia
Nammianthal,H5,4500,1886,79.2021275,12.2856176,India,Asia
Novo-Urei,Ureilite,1900,1886,5.9629222,48.9109432,France,Europe
Kulnine,L6,55300,1886,141.7790708,-34.1538164,Australia,Oceania
Rafrüti,"Iron, ungrouped",18200,1886,25.0858104,60.23652,Finland,Europe
Tonganoxie,"Iron, IIIAB",11800,1886,-95.1214886,39.0938046,United States,North America
Bielokrynitschie,H4,1900,1887,27.1653042,50.1349959,Ukraine,Europe
De Cewsville,H6,340,1887,-62.8272351,-41.0444221,Argentina,South America
Lalitpur,L6,372,1887,78.5663275,24.4466368,India,Asia
Ochansk,H4,500000,1887,not found,not found,not found,not found
Phu Hong,H4,500,1887,108.4688683,11.2648368,Vietnam,Asia
Algoma,"Iron, IAB-sHL",4100,1887,-87.462973,44.646672,United States,North America
Carlton,"Iron, IAB-sLM",81200,1887,not found,not found,not found,not found
Crab Orchard,Mesosiderite-A1,48500,1887,-84.897967,35.82395,United States,North America
Doyleville,H5,112,1887,not found,not found,not found,not found
Holland's Store,"Iron, IIAB",12200,1887,-85.4391624,34.3623955,United States,North America
Indian Valley,"Iron, IIAB",14100,1887,-80.4999868,36.9332957,United States,North America
Indio Rico,H6,15000,1887,-60.8852407,-38.33209,Argentina,South America
Kendall County,"Iron, IAB-ung",21000,1887,-98.5000061,29.399949,United States,North America
Morristown,Mesosiderite-A3,16300,1887,-83.3833361,36.2001381,United States,North America
Mount Joy,"Iron, IIAB",384000,1887,-77.2163502,39.7867648,United States,North America
Pan de Azucar,"Iron, IAB complex",19500,1887,not found,not found,not found,not found
Pipe Creek,H6,13600,1887,-98.920356,29.677335,United States,North America
San Emigdio,H4,36000,1887,-91.7000747,37.4812316,United States,North America
San Pedro Springs,L6,72,1887,-98.5006146,29.5000144,United States,North America
Silver Crown,"Iron, IAB-MG",11600,1887,-104.969198,41.232245,United States,North America
Waldron Ridge,"Iron, IAB complex",13600,1887,-83.83105,36.627826,United States,North America
Bella Roca,"Iron, IIIAB",33000,1888,-105.3876501,24.9001082,Mexico,North America
Bischtübe,"Iron, IAB-sLL",48250,1888,62.2230744,51.5636727,Kazakhstan,Asia
Carcote,H5,392,1888,-62.8251692,-41.0440087,Argentina,South America
Cowra,"Iron, ungrouped",5560,1888,148.6829547,-33.845336,Australia,Oceania
Eli Elwah,L6,15200,1888,not found,not found,not found,not found
Franklinville,L6,108,1888,-87.6348372,30.2867238,United States,North America
Haniet-el-Beguel,"Iron, IAB complex",2000,1888,4.2268033,32.3936629,Algeria,Africa
La Primitiva,"Iron, IIG",27400,1888,-69.8033012,-19.915726,Chile,South America
Lonaconing,"Iron, IAB-sHL",1400,1888,not found,not found,not found,not found
Minas Gerais,L6,1224,1888,-87.6341806,30.2870343,United States,North America
Pirapora,"Iron, IIAB",6175,1888,18.0649,59.3326,Sweden,Europe
St. Genevieve County,"Iron, IIIF",244500,1888,-90.322252,37.968996,United States,North America
Thomson,L6,218,1888,-82.4822357,33.4637375,United States,North America
Thurlow,"Iron, IIIAB",5500,1888,-77.5799581,44.741127,Canada,North America
Welland,"Iron, IIIAB",8200,1888,-79.2190419,43.0147446,Canada,North America
Ergheo,L5,20000,1889,not found,not found,not found,not found
Ferguson,OC,220,1889,not found,not found,not found,not found
Jelica,LL6,34000,1889,20.4424143,43.8361347,Serbia,Europe
Lundsgård,L6,11000,1889,13.0333669,56.2363351,Sweden,Europe
Mighei,CM2,8000,1889,30.9538321,48.0380198,Ukraine,Europe
Ameca-Ameca,Iron,1.2,1889,-104.0599351,20.579845,Mexico,North America
Apoala,"Iron, IIIAB",85000,1889,52.5723341,29.6093955,Iran,Asia
Dexter,"Iron, IIIAB",1724,1889,-103.7169411,50.024447,Canada,North America
Gilgoin,H5,147000,1889,147.6902999,-30.4629831,Australia,Oceania
Hopper,"Iron, IIIAB",1800,1889,-79.790145,36.546785,United States,North America
Iron River,"Iron, IVA",1420,1889,-88.5596386,46.0800132,United States,North America
Kenton County,"Iron, IIIAB",194000,1889,-84.601774,38.809933,United States,North America
Moctezuma,"Iron, IAB-sLL",1700,1889,-109.5652878,29.8320724,Mexico,North America
Travis County (a),H5,175400,1889,-97.699961,30.29981,United States,North America
Travis County (b),H4,5900,1889,-97.954176,30.56026,United States,North America
Collescipoli,H5,5000,1890,12.617649,42.5340158,Italy,Europe
Farmington,L5,89400,1890,-97.030302,39.776333,United States,North America
Forest City,H5,152000,1890,-93.6667482,43.2492154,United States,North America
Hassi-Jekna,"Iron, IAB-sHL",1250,1890,not found,not found,not found,not found
Jianshi,"Iron, IIIAB",600000,1890,109.5048432,30.813296,China,Asia
Kakangari,K3,350,1890,78.5194615,12.3872143,India,Asia
Misshof,H5,5800,1890,-121.5875527,44.0074918,United States,North America
Nawapali,CM2,105,1890,83.6655879,21.2407625,India,Asia
St. Germain-du-Pinel,H6,4000,1890,-1.1488909,48.0174201,France,Europe
Augustinovka,"Iron, IIIAB",400000,1890,35.0166425,47.9805944,Ukraine,Europe
Blue Tier,Iron,1400,1890,148.0599203,-41.243627,Australia,Oceania
Bridgewater,"Iron, IID",13600,1890,-81.8700159,35.7142476,United States,North America
Franceville,"Iron, IIIAB",18800,1890,not found,not found,not found,not found
Morland,H6,295000,1890,-100.069923,39.287148,United States,North America
Nagy-Vázsony,"Iron, IAB-sLL",2000,1890,17.6994057,46.983152,Hungary,Europe
Sacramento Mountains,"Iron, IIIAB",237200,1890,-104.663197,32.910708,United States,North America
Shirahagi,"Iron, IVA",22700,1890,137.3672243,36.695728,Japan,Asia
Summit,"Iron, IIAB",1000,1890,-86.472763,34.200946,United States,North America
Villedieu,H4,14000,1890,4.3463367,47.9150257,France,Europe
Western Arkansas,"Iron, IVA",1750,1890,-63.0285873,-40.8332987,Argentina,South America
Guêa,Stone-uncl,1915,1891,20.2352634,43.7681439,Serbia,Europe
Indarch,EH4,27000,1891,46.6733424,39.7507558,Azerbaijan,Asia
Bald Eagle,"Iron, IIIAB",3200,1891,-77.0501015,41.2835909,United States,North America
Canyon Diablo,"Iron, IAB-MG",30000000,1891,-111.0328855,35.0688365,United States,North America
Forsyth County,"Iron, IIAB",22700,1891,-80.1957977,36.101193,United States,North America
Jonesboro,"Iron, IVA",30,1891,-82.467214,36.3002518,United States,North America
Kingston,"Iron, ungrouped",12900,1891,-107.7322552,32.9045183,United States,North America
Long Island,L6,564000,1891,-99.346586,39.7961542,United States,North America
Ternera,"Iron, IVB",1980,1891,-70.3322753,-27.3664685,Chile,South America
Toubil River,"Iron, IIIAB",22000,1891,88.7647492,56.0745498,Russia,Asia
Bansur,L6,15000,1892,76.3183147,27.7054772,India,Asia
Bath,H4,21000,1892,-98.3922449,45.4154598,United States,North America
Cross Roads,H5,167,1892,-78.1335825,35.6345628,United States,North America
Guareña,H6,39000,1892,-6.0088356,38.7212437,Spain,Europe
Ballinoo,"Iron, IIC",42200,1892,115.8102023,-27.697172,Australia,Oceania
Cobija,H6,6530,1892,not found,not found,not found,not found
Dayton,"Iron, IAB-sLH",26300,1892,-84.1664889,39.7499268,United States,North America
Moonbi,"Iron, IIIF",13200,1892,151.3461166,-30.9657685,Australia,Oceania
Morradal,"Iron, ungrouped",2750,1892,-91.7107321,14.1595005,Guatemala,North America
Roebourne,"Iron, IIIAB",86860,1892,31.6564473,26.435496,Egypt,Africa
Saotome,"Iron, IVA",10880,1892,-87.6348175,30.2832948,United States,North America
